RRID,Name,AKA,Species,Description,MAC Knockins/outs,MIC Knockins/outs,Gene of interest,Origin,Publications,Comments
TSC_SD03221,19933-1,,T. hegewischi,,,,,,,"Collected by Paul Doerder on 9/2/2008 from the lake designated Zepernick Lake 1 in OH (latitude 40.79, longitude -80.98)<br /><br />It has a micronucleus."
TSC_SD03222,20022-1,,T. tropicalis,,,,,,,"Collected by Paul Doerder on 10/4/2008 from the lake designated Hickory Grove Lake in IA (latitude 41.99, longitude -93.36)<br /><br />No micronucleus present."
TSC_SD03223,20196-1,,T. pigmentosa,,,,,,,"Collected by Paul Doerder on 5/19/2009 from the lake designated Camp Lake in MI (latitude 43.17, longitude -85.67)<br /><br />It has a micronucleus."
TSC_SD03224,20231-3,,T. sp?,,,,,,,"Collected by Paul Doerder on 5/19/2009 from the lake designated Dickerson Lake in MI (latitude 43.3, longitude -85.17)<br /><br />It has a micronucleus.<br /><br />Unable to distinguish species among cosmopolitanis, nanneyi, nipissingi, and sonneborni.  Almost certainly lines in ATCC are mislabeled and will require mating tests to sort out. "
TSC_SD03225,20386-3,,T. canadensis,,,,,,,"Collected by Paul Doerder on 7/19/2009 from the pond designated SR11 Pond in VT (latitude 43.23, longitude -72.81)<br /><br />It has a micronucleus."
TSC_SD03226,20427-2,,T. pigmentosa,,,,,,,"Collected by Paul Doerder on 7/24/2009 from the stream designated Half Moon Pond Brook in NH (latitude 43.17, longitude -72.09)<br /><br />It has a micronucleus."
TSC_SD03227,20922-1,,T. tropicalis,,,,,,,"Collected by Paul Doerder on 8/25/2010 from the lake designated Mosquito Lake Jacoby in OH (latitude 41.32, longitude -80.74)<br /><br />No micronucleus present."
TSC_SD03229,21237-3,,T. elliotti,,,,,,,"Collected by Paul Doerder on 6/11/2011 from the lake designated Spa Lake in KY (latitude 36.95, longitude -87.03)<br /><br />It has a micronucleus."
TSC_SD03230,21240-2,,T. mobilis,,,,,,,"Collected by Paul Doerder on 6/12/2011 from the river designated Barren River 1 in KY (latitude 37.03, longitude -86.44)<br /><br />No micronucleus present."
TSC_SD03231,21241-1,,T. mobilis,,,,,,,"Collected by Paul Doerder on 6/12/2011 from the river designated Barren River 1 in KY (latitude 37.03, longitude -86.44)<br /><br />It has a micronucleus."
TSC_SD03232,21527-1,,T. elliotti,,,,,,,"Collected by Paul Doerder on 8/11/2011 from the lake designated Houghton Lake in MI (latitude 44.3, longitude -84.72)<br /><br />It has a micronucleus."
TSC_SD03233,21542-2,,T. mobilis,,,,,,,"Collected by Paul Doerder, collection site unclear.<br /><br />No micronucleus present."
TSC_SD03234,21547-1,,T. elliotti,,,,,,,"Collected by Paul Doerder on 10/10/2011 from the pond designated GRWMA4 in OH (latitude 41.44, longitude -80.89)<br /><br />No micronucleus present."
TSC_SD03235,SB711,,T. thermophila,"exoA1/exoA1; chx1-1/CHX1-1 (exoA1; chx1; exo-; cy-s, IV)",,,,F4 of SB255,Gutierrez JC and Orias E. 1992. Genetic characterization of tetrahymena thermophila mutants unable to secrete capsules. Dev Genet 13(2):160-6.,
TSC_SD03272,UCB101,cen1∆/WT,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::CEN1; WT, ?)",cen1-1[∆::NEO2]::CEN1,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
",WT rescue of cen1∆<br /><br />From the Winey Lab at the University of Colorado Boulder.
TSC_SD03273,UCB102,cen1∆/ala22,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-22; Mild basal body disorganization (TS)., ?)",cen1-1[∆::NEO2]::cen1-22,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","Alanine scanning allele rescue of cen1∆ - Cen1 E22A, E23A, K25A.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03274,UCB103,cen1∆/ala29,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-29; Basal body disorganization (TS)., ?)",cen1-1[∆::NEO2]::cen1-29,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","Alanine scanning allele rescue of cen1∆ - Cen1 K29A, E30A, D33A.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03275,UCB104,cen1∆/ala49,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-49; Mild basal body disorganization (TS)., ?)",cen1-1[∆::NEO2]::cen1-49,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","Alanine scanning allele rescue of cen1∆ - Cen1 K49A, R53A<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03276,UCB105,cen1∆/ala58,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-58; Basal body disorganization (TS)., ?)",cen1-1[∆::NEO2]::cen1-58,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","Alanine scanning allele rescue of cen1∆ - Cen1 E58A, K60A, K61A<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03277,UCB106,cen1∆/ala60,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-60; Basal body disorganization (TS)., ?)",cen1-1[∆::NEO2]::cen1-60,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","Alanine scanning allele rescue of cen1∆ - Cen1 K60A, K61A, E62A, E63A<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03278,UCB107,cen1∆/ala86,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-86; None., ?)",cen1-1[∆::NEO2]::cen1-86,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
",Alanine scanning allele rescue of cen1∆ - Cen1 D86A.<br /><br />From the Winey Lab at the University of Colorado Boulder.
TSC_SD03279,UCB108,cen1∆/ala94,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-94; Basal body disorganization and stability defects (TS), ?)",cen1-1[∆::NEO2]::cen1-94,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","Alanine scanning allele rescue of cen1∆ - Cen1 E94A, R95A, D96A.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03280,UCB109,cen1∆/ala103,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-103; Basal body disorganization and stability defects (TS), ?)",cen1-1[∆::NEO2]::cen1-103,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","Alanine scanning allele rescue of cen1∆ - Cen1 K103A, R106A.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03281,UCB110,cen1∆/ala126,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-126; Basal body disorganization and stability defects (TS), ?)",cen1-1[∆::NEO2]::cen1-126,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","Alanine scanning allele rescue of cen1∆ - Cen1 R126A, E127A, E130A.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03282,UCB111,cen1∆/ala134,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-134; Basal body disorganization and stability defects (TS), ?)",cen1-1[∆::NEO2]::cen1-134,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","Alanine scanning allele rescue of cen1∆ - Cen1 E134A, E135A, E136A.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03283,UCB112,cen1∆/C-terminal tail deletion,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-C-term∆; Basal body disorganization and stability defects (TS), ?)",cen1-1[∆::NEO2]::cen1-C-term∆,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
",Deletion allele rescue of cen1∆ - Residues 165-167 deleted.<br /><br />From the Winey Lab at the University of Colorado Boulder.
TSC_SD03284,UCB113,cen1∆/EF1,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-EF1; None., ?)",cen1-1[∆::NEO2]::cen1-EF1,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
",EF-hand mutant allele rescue of cen1∆ - D36A.<br /><br />From the Winey Lab at the University of Colorado Boulder.
TSC_SD03285,UCB114,cen1∆/EF2,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-EF2; None., ?)",cen1-1[∆::NEO2]::cen1-EF2,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
",EF-hand mutant allele rescue of cen1∆ - D72A.<br /><br />From the Winey Lab at the University of Colorado Boulder.
TSC_SD03286,UCB115,"cen1∆/EF1,EF2",T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-EF1-EF2; Basal body disorganization (TS), ?)",cen1-1[∆::NEO2]::cen1-EF1-EF2,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
","EF-hand mutant allele rescue of cen1∆ - D36A, D72A.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03287,UCB116,cen1∆/EF3,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-EF3; Slight defects in basal body organization and stability (TS)., ?)",cen1-1[∆::NEO2]::cen1-EF3,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
",EF-hand mutant allele rescue of cen1∆ - D109A.<br /><br />From the Winey Lab at the University of Colorado Boulder.
TSC_SD03288,UCB117,cen1∆/EF4,T. thermophila,"cen1-1[∆::NEO2] (cen1-1[∆::NEO2]::cen1-EF4; Basal body disorganization and stability defects (TS)., ?)",cen1-1[∆::NEO2]::cen1-EF3,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Rescuing macronuclear transformation during mating of UCB8 X UCB9 (cen1 KO heterokaryons).,"Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH,Jr, Meehl JB, Winey M. 2011. The two domains of centrin have distinct basal body functions in tetrahymena. Mol Biol Cell 22(13):2221-34.
",EF-hand mutant allele rescue of cen1∆ - D145A.<br /><br />From the Winey Lab at the University of Colorado Boulder.
TSC_SD03289,UCB8,cen1 KO Het,T. thermophila,"cen1-1[∆::NEO2] (CEN1; WT, ?)",,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Micronuclear knockout of B2086 X CU428,"Stemm-Wolf AJ, Morgan G, Giddings TH,Jr., White EA, Marchione R, McDonald HB, Winey M. 2005. Basal body duplication and maintenance require one member of the tetrahymena thermophila centrin gene family. Mol Biol Cell 16(8):3606-19.","Cen1 knockout heterokaryon, mates with UCB9.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03290,UCB9,cen1 KO Het,T. thermophila,"cen1-1[∆::NEO2] (CEN1; WT, ?)",,cen1-1[∆::NEO2],"CEN1 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00384910\"">TTHERM_00384910</a>)",Micronuclear knockout of B2086 X CU428,"Stemm-Wolf AJ, Morgan G, Giddings TH,Jr., White EA, Marchione R, McDonald HB, Winey M. 2005. Basal body duplication and maintenance require one member of the tetrahymena thermophila centrin gene family. Mol Biol Cell 16(8):3606-19.","Cen1 knockout heterokaryon, mates with UCB8.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03291,UCB201,cen2 KO Het,T. thermophila,"cen2-1[∆::NEO2] (CEN2; WT, ?)",,cen2-1[∆::NEO2],"CEN2 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00523060\"">TTHERM_00523060</a>)",Micronuclear knockout of B2086 X CU428,"Vonderfecht T, Cookson MW, Giddings TH,Jr, Clarissa C, Winey M. 2012. The two human centrin homologues have similar but distinct functions at tetrahymena basal bodies. Mol Biol Cell 23(24):4766-77.","Cen2 knockout heterokaryon, mates with UCB202.<br /><br />From the Winey Lab at the University of Colorado Boulder."
TSC_SD03292,UCB202,cen2 KO Het,T. thermophila,"cen2-1[∆::NEO2] (CEN2; WT, ?)",,cen2-1[∆::NEO2],"CEN2 (<a href=\""http://ciliate.org/index.php/feature/details/TTHERM_00523060\"">TTHERM_00523060</a>)",Micronuclear knockout of B2086 X CU428,"Vonderfecht T, Cookson MW, Giddings TH,Jr, Clarissa C, Winey M. 2012. The two human centrin homologues have similar but distinct functions at tetrahymena basal bodies. Mol Biol Cell 23(24):4766-77.","Cen2 knockout heterokaryon, mates with UCB201.<br /><br />From the Winey Lab at the University of Colorado Boulder."
